obs_id,source_row_id,year,exporter_code,importer_code,hs6,family_id,quality_status,exclusion_reason,value_valid_flag,quantity_valid_flag,benchmark_join_status,source_filename,source_version
obs_76c849d99e205ebd161e,baci_b9ebeae12d6927ae6679adef,2017,32,508,151110,crude_palm_oil,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_c6602bdc82ce4c8373c3,baci_bf6aec674a31dbd4d85a7315,2017,56,458,151110,crude_palm_oil,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_b6dcf43e2e44288350b5,baci_c71a72a849a19b206a56f510,2017,344,508,151110,crude_palm_oil,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_1f2968e21aedf0bfe894,baci_ef7c384b6f5d9303ef8a608d,2017,360,508,151110,crude_palm_oil,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_5e922f7cbe572292b615,baci_f44cc8c8fdc432882f3d55d1,2017,410,508,151110,crude_palm_oil,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_034262f341a102118e69,baci_7266562fcb710b522eb2a68c,2017,480,508,151110,crude_palm_oil,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_6a1f97f111ca0980a014,baci_1597518b664e111275ba0b68,2017,508,360,151110,crude_palm_oil,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_ee2486cb5bf40ae3fb1f,baci_dd6e65eb2cb7fcea0f98ec61,2017,508,480,151110,crude_palm_oil,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_4fd86446793b9b626168,baci_d7b854cd5ea61cf9e7bfe385,2017,616,100,151110,crude_palm_oil,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_e748f5b87da1f25af953,baci_e12fb6a4b37336f1a6b64f87,2017,699,208,151110,crude_palm_oil,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_ff8bb2ecae13563fcaff,baci_e6fb6fd95e2b58d23b2d3f91,2017,704,508,151110,crude_palm_oil,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_ba38cc7da19631a85773,baci_041a3d094709f09fbf7f114c,2017,710,508,151110,crude_palm_oil,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_97eb46eac533ec741b43,baci_8668791523b4a48b4987b6b7,2017,826,499,151110,crude_palm_oil,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_437a46dc35bc961a3ea0,baci_f1f2724a8f73fdeb82f85ab3,2017,826,764,151110,crude_palm_oil,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_fd349d0c6627f78d3dbe,baci_2c1d695d58bf9dd5f9d999a7,2017,31,826,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_81b22d352ef809b8435f,baci_bfc2263a90bf2388aae9ba73,2017,36,56,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_dce6da07017ca7ec81a0,baci_18cdad4dd2e91686268b2141,2017,36,76,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_0cdce97be8eef50ae7e3,baci_7d76d8bee571a52f87d3c278,2017,36,598,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_10c73158f0941b1372e0,baci_0670f608baa47036a4932cdb,2017,36,616,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_9e1464772ecee2521074,baci_ac3504b41264e878e85974c6,2017,36,818,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_bb86f01c1e1929b820d3,baci_e3b4facf358fea496470d07b,2017,40,124,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_6ba2ad750055392ab68c,baci_d75f7aca0e92ebbef8241424,2017,40,246,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_cc98ab18d757470d0fd6,baci_ee5ffc4eab8e92014f9670ba,2017,40,364,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_3ef7b6f00d5189c4ed55,baci_c3643e60f583b895b75ba5bc,2017,40,392,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_502f193cab61ed5250b0,baci_d89791f141104b92392f704e,2017,40,458,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_e0754db776d7d72d68b8,baci_750c6c0c8cc7ce380a6c0615,2017,40,470,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_a54f5a67b509546c2818,baci_7df324fdac7d768df65aa5f1,2017,40,528,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_d0986cac24126dc3b116,baci_2136c6936030e0c094d7fc1b,2017,40,620,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_3dc496f83a1f445fda9f,baci_22e4defe9d48da8390c6ae3c,2017,40,688,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_a04ca89f4d6f1708a95a,baci_37ba2c54ff1ddbc6dfb656f5,2017,40,826,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_7f7fa095ce70d64c86aa,baci_b1e5a57da392879707534dc2,2017,51,792,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_5b2d5503f178040d3c27,baci_ddd01cf5fa65fae5d4a21e83,2017,56,458,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_ce2b774472e3737af4d1,baci_71c4400d7e76429eb0ba9d2f,2017,76,251,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_e294fa6a4c89a676da1b,baci_6917b6d9a217b1e34f7637c4,2017,76,376,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_47c41fd982ed2d56804e,baci_c62a04a4c77a928c2726d609,2017,76,604,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_feeb5edd99bbe846d863,baci_18f53433e9b36b1196fd67a0,2017,124,56,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_292fd9ad40ff45660c96,baci_ffb4ed7ff8aabd6ffe69c828,2017,124,152,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_5406769c40f666eb79e6,baci_fe5e5f8c5f4da2ec45975cae,2017,124,442,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_1fd613e214026f620d19,baci_da3386c38efa84a8682aeb5a,2017,124,608,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_b11a315e8dc5a8a7151c,baci_56811a0676af0491e85c6da2,2017,124,620,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_ce685b7607685649f1be,baci_aace03712c9c8eefc7d4da58,2017,124,682,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_f8b0109237303718d8a2,baci_53430dd9a1ebdee7190466ae,2017,136,757,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_0b5687a2712cc7890a43,baci_d0ab584a4176d1fdae71cf5e,2017,152,20,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_a7edcaeb11b718531ee6,baci_45e4a8f959d20567f0e7b684,2017,152,68,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_c129bcca889a1c8405eb,baci_caede3b69b1715340a8a25cc,2017,156,96,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_bbc7361fe55686bf3800,baci_8e59f43e696727470108a96e,2017,156,251,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_71189a15175668c9c07e,baci_90e4abc1f9acd2dd8eab2550,2017,156,276,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_23f3e94552ffc55cb4b3,baci_4fcc1988937ebd071a3f4ba7,2017,156,705,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_5e210c7d6e7ca0aae384,baci_e727663c7ae775e6ba6294ce,2017,156,710,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_2b9e96bf069233ede53e,baci_3f1053a1866a7c3b822f5655,2017,156,894,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_d807c5d67b54e7ea1568,baci_3aa64214c21198aa266f3567,2017,170,276,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_2ec837d17b30fbe238cd,baci_234b9707d2220c3517e9358c,2017,180,380,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_6ea5780de20b7aaeecae,baci_f4cb5447ad089aa8d184df5a,2017,196,208,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_d20ef3d00b522e706246,baci_da981156f9acd8bececdc2f9,2017,203,208,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_dbe4e92284773d7871e9,baci_8f5e4a904fab5e08a68d7509,2017,203,348,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_efe96400e41685df7439,baci_d1dbaa8c0ebd5e4c299b3b8f,2017,203,528,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_45348ded3c6d950d367c,baci_4206c144b26d16b52872ee40,2017,204,380,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_ab671000bf9de4bd8ad5,baci_0e3dcf95b30340a0b76c20c2,2017,208,300,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_119ce6d240955c721850,baci_aed7b5d6caf0b47f728b0c8d,2017,208,642,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_c5c37e6570b22e68d5f4,baci_6f7fbef8620308ce8fae6abe,2017,208,703,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_272b0a023e7c400b88e0,baci_43a7b6c4ea61afb6557c03e8,2017,233,528,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_6fa424a05b0b115782b0,baci_6f87c888de8574da47bcd637,2017,246,208,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_a837eca2922b4f6895ed,baci_92e78694079ff9f934a03bf9,2017,246,528,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_6d7874276374d2efcbf2,baci_b061dc424581b67cb3d7fb94,2017,251,620,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_3732007c87146bbe71a3,baci_1b1883b88f57ef2d7cf29e8b,2017,276,48,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_6a27a9593a3c3884eef3,baci_633efeec382d3ecf5681a122,2017,276,428,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_72569ec24c352e128ddc,baci_78644277127b9fa1e39ab2de,2017,300,40,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_1041d3877870dbf0b241,baci_bed2244d2d6f4d747855fa7d,2017,300,528,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_1ba5cd7d6ab2ab83f9fd,baci_3d2046ae5c33c0cefbb1380d,2017,344,752,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_b9ffbe0ffeb20718082f,baci_7c4f97c5fba45624fa0be70b,2017,348,208,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_6bc78d6e940f76c77724,baci_7f7a2aafdf3f773bdfb3d435,2017,372,528,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_ef71fba0a510ea722166,baci_2a80752fb5756a952d8ba7e7,2017,376,752,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_b69c26637eeea3535754,baci_73853af383257e7469296dc3,2017,380,196,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_ad48a5a2e915a5dc2c05,baci_603611929bd44431862a41c0,2017,380,208,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_85ef7d8c46c918a37367,baci_64316176bd53201406c66fbf,2017,380,233,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_b6e637106852be35bbc5,baci_a1800b48ee2c7fb2d8e1ec22,2017,380,324,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_edc5277d78515dc747b3,baci_dfef472f60b942f8ee2cc3fa,2017,380,400,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_dd9744c23eb36dcdf7b6,baci_f16a5d1272d8f2341af74cdb,2017,380,466,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_bc5837bf52c09aa93273,baci_87f9cd4019f06dc8f2040764,2017,380,504,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_01d72482177bd0214ea9,baci_e29825e6a24fff1169dcb652,2017,392,616,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_fb9b47558653ac988fa6,baci_b8359088505aa33a0c054bf3,2017,392,724,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_f9c8b31417589d697c90,baci_b70ed2a03350398091f45c16,2017,422,51,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_fb9c3a40afc46624c61a,baci_8d65d6f858f2303b60bc52b4,2017,422,752,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_9035077b44f48ace7bbb,baci_7427783c30233c0cbcbf99cb,2017,428,528,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_e10d5827cbcc3f7b5bb3,baci_6a10c9895812c10e3008c4b5,2017,440,233,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_08f8d2ca82d43921f55d,baci_31a7e8b90c8ec0226c05fada,2017,440,528,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_6f06585dc9ac68218a39,baci_05ba29bbba56796608deeccb,2017,450,764,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_e5bf42e0b53b4429a003,baci_007e986433b68f77d0e54ed9,2017,466,20,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_df95478ed7f734b2e4d4,baci_b92a4965bb6142c005b6227a,2017,470,528,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
obs_612de0b9b22c71af5f99,baci_1f504f87d3db512d72bea58e,2017,490,124,710812,gold_unwrought,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,True,False,matched,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived
