obs_id,source_row_id,year,exporter_code,exporter_iso3,exporter_name,importer_code,importer_iso3,importer_name,corridor_id,hs6,family_id,product_name,hs6_product_code_description,project_role,v,q,trade_value_usd,quantity_metric_ton,quantity_unit_raw,unit_value_usd_per_metric_ton,log_unit_value,benchmark_series_id,benchmark_price_original,benchmark_unit_original,benchmark_price_usd_per_metric_ton,benchmark_year,benchmark_yoy_change,benchmark_join_status,benchmark_conversion_method,benchmark_residual,benchmark_caveat,source_sheet,history_years_available,value_valid_flag,quantity_valid_flag,unit_value_valid_flag,valid_extreme_flag,quantity_score,benchmark_score,history_score,completeness_score,data_quality_score,quality_status,exclusion_reason,model_eligible,source_filename,source_version,source_file_hash,hs_revision
obs_3c5fccb67196e388d916,baci_d7d23b846a95babdc0975226,2017,533,ABW,Aruba,842,USA,USA,ABW->USA,710812,gold_unwrought,Non-monetary unwrought gold,"Metals: gold, non-monetary, unwrought (but not powder)",typology_anchor,553.375,0.013,553375.0,0.013,metric_ton,42567307.692307696,17.566597091555042,world_bank_gold,1257.56,USD per troy ounce,40431492.8548438,2017,,matched,gold_usd_per_troy_ounce * (1000000 / 31.1034768),0.051477526186342715,"Spot gold benchmark; purity, form, and commercial terms are not observed in BACI.",Annual Prices (Nominal),0,True,True,True,False,1,2,0,1,4,usable_with_caveat,short_history,True,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived,0e493e057c8fd57902328551a9c874d22aea0e4c3437432617489c7c3571fe12,HS17
obs_4e3c0017ed28a876fe9f,baci_3646b297c5d61e2f155cfb9b,2017,8,ALB,Albania,757,CHE,Switzerland,ALB->CHE,710812,gold_unwrought,Non-monetary unwrought gold,"Metals: gold, non-monetary, unwrought (but not powder)",typology_anchor,405.058,0.011,405058.0,0.011,metric_ton,36823454.54545455,17.42164555189543,world_bank_gold,1257.56,USD per troy ounce,40431492.8548438,2017,,matched,gold_usd_per_troy_ounce * (1000000 / 31.1034768),-0.09347401347326922,"Spot gold benchmark; purity, form, and commercial terms are not observed in BACI.",Annual Prices (Nominal),0,True,True,True,False,1,2,0,1,4,usable_with_caveat,short_history,True,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived,0e493e057c8fd57902328551a9c874d22aea0e4c3437432617489c7c3571fe12,HS17
obs_bd888ee687ae10374215,baci_6a5b1cbee5507d5acdb73c5d,2017,8,ALB,Albania,380,ITA,Italy,ALB->ITA,710812,gold_unwrought,Non-monetary unwrought gold,"Metals: gold, non-monetary, unwrought (but not powder)",typology_anchor,212.456,0.006,212456.0,0.006,metric_ton,35409333.333333336,17.382485996837524,world_bank_gold,1257.56,USD per troy ounce,40431492.8548438,2017,,matched,gold_usd_per_troy_ounce * (1000000 / 31.1034768),-0.13263356853117614,"Spot gold benchmark; purity, form, and commercial terms are not observed in BACI.",Annual Prices (Nominal),0,True,True,True,False,1,2,0,1,4,usable_with_caveat,short_history,True,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived,0e493e057c8fd57902328551a9c874d22aea0e4c3437432617489c7c3571fe12,HS17
obs_1062b2c24aea6ab4d837,baci_5246a8dfc08ef461a3ce43c3,2017,8,ALB,Albania,792,TUR,TÃ¼rkiye,ALB->TUR,710812,gold_unwrought,Non-monetary unwrought gold,"Metals: gold, non-monetary, unwrought (but not powder)",typology_anchor,968.556,0.032,968556.0,0.032,metric_ton,30267375.0,17.225580957713266,world_bank_gold,1257.56,USD per troy ounce,40431492.8548438,2017,,matched,gold_usd_per_troy_ounce * (1000000 / 31.1034768),-0.2895386076554338,"Spot gold benchmark; purity, form, and commercial terms are not observed in BACI.",Annual Prices (Nominal),0,True,True,True,False,1,2,0,1,4,usable_with_caveat,short_history,True,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived,0e493e057c8fd57902328551a9c874d22aea0e4c3437432617489c7c3571fe12,HS17
obs_278dc686e0fd5d2de064,baci_6b1cb82ae59880be171c6e3c,2017,784,ARE,United Arab Emirates,51,ARM,Armenia,ARE->ARM,710812,gold_unwrought,Non-monetary unwrought gold,"Metals: gold, non-monetary, unwrought (but not powder)",typology_anchor,10775.781,0.268,10775781.0,0.268,metric_ton,40208138.05970149,17.509579972397237,world_bank_gold,1257.56,USD per troy ounce,40431492.8548438,2017,,matched,gold_usd_per_troy_ounce * (1000000 / 31.1034768),-0.005539592971462781,"Spot gold benchmark; purity, form, and commercial terms are not observed in BACI.",Annual Prices (Nominal),0,True,True,True,False,1,2,0,1,4,usable_with_caveat,short_history,True,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived,0e493e057c8fd57902328551a9c874d22aea0e4c3437432617489c7c3571fe12,HS17
obs_ec0f4396523f2e7ef497,baci_e2ecad528e0f8d6d88a60c06,2017,784,ARE,United Arab Emirates,48,BHR,Bahrain,ARE->BHR,151110,crude_palm_oil,Crude palm oil,"Vegetable oils: palm oil and its fractions, crude, not chemically modified",asia_bulk_commodity_anchor,80.662,67.812,80662.0,67.812,metric_ton,1189.4944847519614,7.0812836931218905,world_bank_palm_oil,750.81,USD per metric ton,750.81,2017,,matched,identity,0.46013106937197,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.,Annual Prices (Nominal),0,True,True,True,False,1,2,0,1,4,usable_with_caveat,short_history,True,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived,0e493e057c8fd57902328551a9c874d22aea0e4c3437432617489c7c3571fe12,HS17
obs_b40175d8b9b813d20804,baci_00065c29b2054a5c55f23024,2017,784,ARE,United Arab Emirates,48,BHR,Bahrain,ARE->BHR,710812,gold_unwrought,Non-monetary unwrought gold,"Metals: gold, non-monetary, unwrought (but not powder)",typology_anchor,214963.892,5.303,214963892.0,5.303,metric_ton,40536279.84159909,17.517707929646694,world_bank_gold,1257.56,USD per troy ounce,40431492.8548438,2017,,matched,gold_usd_per_troy_ounce * (1000000 / 31.1034768),0.0025883642779938043,"Spot gold benchmark; purity, form, and commercial terms are not observed in BACI.",Annual Prices (Nominal),0,True,True,True,False,1,2,0,1,4,usable_with_caveat,short_history,True,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived,0e493e057c8fd57902328551a9c874d22aea0e4c3437432617489c7c3571fe12,HS17
obs_490fd11355d0c5027192,baci_cfcd608d5ab8454113726c3e,2017,784,ARE,United Arab Emirates,124,CAN,Canada,ARE->CAN,710812,gold_unwrought,Non-monetary unwrought gold,"Metals: gold, non-monetary, unwrought (but not powder)",typology_anchor,1296.43,0.055,1296430.0,0.055,metric_ton,23571454.545454547,16.97554698473731,world_bank_gold,1257.56,USD per troy ounce,40431492.8548438,2017,,matched,gold_usd_per_troy_ounce * (1000000 / 31.1034768),-0.5395725806313898,"Spot gold benchmark; purity, form, and commercial terms are not observed in BACI.",Annual Prices (Nominal),0,True,True,True,False,1,2,0,1,4,usable_with_caveat,short_history,True,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived,0e493e057c8fd57902328551a9c874d22aea0e4c3437432617489c7c3571fe12,HS17
obs_98ef851c35fa36d19110,baci_61754945950c577113c3ee55,2017,784,ARE,United Arab Emirates,757,CHE,Switzerland,ARE->CHE,710812,gold_unwrought,Non-monetary unwrought gold,"Metals: gold, non-monetary, unwrought (but not powder)",typology_anchor,6637533.417,162.119,6637533417.0,162.119,metric_ton,40942353.56127289,17.5276756246074,world_bank_gold,1257.56,USD per troy ounce,40431492.8548438,2017,,matched,gold_usd_per_troy_ounce * (1000000 / 31.1034768),0.012556059238701067,"Spot gold benchmark; purity, form, and commercial terms are not observed in BACI.",Annual Prices (Nominal),0,True,True,True,False,1,2,0,1,4,usable_with_caveat,short_history,True,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived,0e493e057c8fd57902328551a9c874d22aea0e4c3437432617489c7c3571fe12,HS17
obs_d781d0f04cf340178c12,baci_85ca3138f477ad68ee4be3a6,2017,784,ARE,United Arab Emirates,156,CHN,China,ARE->CHN,710812,gold_unwrought,Non-monetary unwrought gold,"Metals: gold, non-monetary, unwrought (but not powder)",typology_anchor,101270.508,2.186,101270508.0,2.186,metric_ton,46326856.35864593,17.651232401834616,world_bank_gold,1257.56,USD per troy ounce,40431492.8548438,2017,,matched,gold_usd_per_troy_ounce * (1000000 / 31.1034768),0.13611283646591588,"Spot gold benchmark; purity, form, and commercial terms are not observed in BACI.",Annual Prices (Nominal),0,True,True,True,False,1,2,0,1,4,usable_with_caveat,short_history,True,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived,0e493e057c8fd57902328551a9c874d22aea0e4c3437432617489c7c3571fe12,HS17
obs_117286cf1e8513c4c87f,baci_89751f6794c94f73e3153301,2017,784,ARE,United Arab Emirates,276,DEU,Germany,ARE->DEU,710812,gold_unwrought,Non-monetary unwrought gold,"Metals: gold, non-monetary, unwrought (but not powder)",typology_anchor,68222.945,1.729,68222945.0,1.729,metric_ton,39458036.43724696,17.490748296480465,world_bank_gold,1257.56,USD per troy ounce,40431492.8548438,2017,,matched,gold_usd_per_troy_ounce * (1000000 / 31.1034768),-0.02437126888823471,"Spot gold benchmark; purity, form, and commercial terms are not observed in BACI.",Annual Prices (Nominal),0,True,True,True,False,1,2,0,1,4,usable_with_caveat,short_history,True,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived,0e493e057c8fd57902328551a9c874d22aea0e4c3437432617489c7c3571fe12,HS17
obs_28adf0837ad493f8ba61,baci_cf984fb50fe7b252bf222e25,2017,784,ARE,United Arab Emirates,208,DNK,Denmark,ARE->DNK,710812,gold_unwrought,Non-monetary unwrought gold,"Metals: gold, non-monetary, unwrought (but not powder)",typology_anchor,4122.694,0.085,4122694.0000000005,0.085,metric_ton,48502282.35294118,17.69712141362401,world_bank_gold,1257.56,USD per troy ounce,40431492.8548438,2017,,matched,gold_usd_per_troy_ounce * (1000000 / 31.1034768),0.18200184825531096,"Spot gold benchmark; purity, form, and commercial terms are not observed in BACI.",Annual Prices (Nominal),0,True,True,True,False,1,2,0,1,4,usable_with_caveat,short_history,True,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived,0e493e057c8fd57902328551a9c874d22aea0e4c3437432617489c7c3571fe12,HS17
obs_58aaadd747c916014983,baci_4333d41bb1da707be3c5f9ed,2017,784,ARE,United Arab Emirates,12,DZA,Algeria,ARE->DZA,740311,refined_copper_cathodes,Refined copper cathodes,"Copper: refined, unwrought, cathodes and sections of cathodes",industrial_commodity_anchor,3.54,0.152,3540.0,0.152,metric_ton,23289.473684210527,10.05575676426368,world_bank_copper,6169.94,USD per metric ton,6169.94,2017,,matched,identity,1.3283123718847882,LME-related macro benchmark; not corridor-specific contract price.,Annual Prices (Nominal),0,True,True,True,False,1,2,0,1,4,usable_with_caveat,short_history,True,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived,0e493e057c8fd57902328551a9c874d22aea0e4c3437432617489c7c3571fe12,HS17
obs_06928f01cc5df5477c41,baci_893f3fa92f08c4c5d62b05be,2017,784,ARE,United Arab Emirates,724,ESP,Spain,ARE->ESP,710812,gold_unwrought,Non-monetary unwrought gold,"Metals: gold, non-monetary, unwrought (but not powder)",typology_anchor,0.429,0.001,429.0,0.001,metric_ton,429000.0,12.969212197910155,world_bank_gold,1257.56,USD per troy ounce,40431492.8548438,2017,,matched,gold_usd_per_troy_ounce * (1000000 / 31.1034768),-4.545907367458545,"Spot gold benchmark; purity, form, and commercial terms are not observed in BACI.",Annual Prices (Nominal),0,True,True,True,True,1,2,0,1,4,usable_with_caveat,short_history;valid_extreme_retained,True,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived,0e493e057c8fd57902328551a9c874d22aea0e4c3437432617489c7c3571fe12,HS17
obs_be61f7b612f8f7b031fd,baci_c9f3741b3e522b2e94b88a60,2017,784,ARE,United Arab Emirates,251,FRA,France,ARE->FRA,151110,crude_palm_oil,Crude palm oil,"Vegetable oils: palm oil and its fractions, crude, not chemically modified",asia_bulk_commodity_anchor,0.119,0.06,119.0,0.06,metric_ton,1983.3333333333335,7.592534209871566,world_bank_palm_oil,750.81,USD per metric ton,750.81,2017,,matched,identity,0.9713815861216455,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.,Annual Prices (Nominal),0,True,True,True,False,1,2,0,1,4,usable_with_caveat,short_history,True,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived,0e493e057c8fd57902328551a9c874d22aea0e4c3437432617489c7c3571fe12,HS17
obs_b8fecc261606c1d9c8c3,baci_5175b07033565673e4f49e7a,2017,784,ARE,United Arab Emirates,251,FRA,France,ARE->FRA,710812,gold_unwrought,Non-monetary unwrought gold,"Metals: gold, non-monetary, unwrought (but not powder)",typology_anchor,35.801,0.001,35801.0,0.001,metric_ton,35801000.0,17.393486383941706,world_bank_gold,1257.56,USD per troy ounce,40431492.8548438,2017,,matched,gold_usd_per_troy_ounce * (1000000 / 31.1034768),-0.12163318142699353,"Spot gold benchmark; purity, form, and commercial terms are not observed in BACI.",Annual Prices (Nominal),0,True,True,True,False,1,2,0,1,4,usable_with_caveat,short_history,True,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived,0e493e057c8fd57902328551a9c874d22aea0e4c3437432617489c7c3571fe12,HS17
obs_960fbcb035c190246f75,baci_da781eb5bf92411aa65d8ac7,2017,784,ARE,United Arab Emirates,344,HKG,"China, Hong Kong SAR",ARE->HKG,710812,gold_unwrought,Non-monetary unwrought gold,"Metals: gold, non-monetary, unwrought (but not powder)",typology_anchor,74402.342,1.892,74402342.0,1.892,metric_ton,39324705.07399578,17.48736350717282,world_bank_gold,1257.56,USD per troy ounce,40431492.8548438,2017,,matched,gold_usd_per_troy_ounce * (1000000 / 31.1034768),-0.02775605819588023,"Spot gold benchmark; purity, form, and commercial terms are not observed in BACI.",Annual Prices (Nominal),0,True,True,True,False,1,2,0,1,4,usable_with_caveat,short_history,True,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived,0e493e057c8fd57902328551a9c874d22aea0e4c3437432617489c7c3571fe12,HS17
obs_ef3be3374d4e41105b25,baci_da7d3db42437402458ba9c3b,2017,784,ARE,United Arab Emirates,360,IDN,Indonesia,ARE->IDN,710812,gold_unwrought,Non-monetary unwrought gold,"Metals: gold, non-monetary, unwrought (but not powder)",typology_anchor,37629.438,0.929,37629438.0,0.929,metric_ton,40505315.39289559,17.51694376773402,world_bank_gold,1257.56,USD per troy ounce,40431492.8548438,2017,,matched,gold_usd_per_troy_ounce * (1000000 / 31.1034768),0.0018242023653201045,"Spot gold benchmark; purity, form, and commercial terms are not observed in BACI.",Annual Prices (Nominal),0,True,True,True,False,1,2,0,1,4,usable_with_caveat,short_history,True,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived,0e493e057c8fd57902328551a9c874d22aea0e4c3437432617489c7c3571fe12,HS17
obs_2b9a5ccc0007a3d88895,baci_e6613f34dc6b4adc568b7fd0,2017,784,ARE,United Arab Emirates,699,IND,India,ARE->IND,710812,gold_unwrought,Non-monetary unwrought gold,"Metals: gold, non-monetary, unwrought (but not powder)",typology_anchor,4095505.013,100.536,4095505013.0,100.536,metric_ton,40736701.41044004,17.52263999863271,world_bank_gold,1257.56,USD per troy ounce,40431492.8548438,2017,,matched,gold_usd_per_troy_ounce * (1000000 / 31.1034768),0.007520433264009085,"Spot gold benchmark; purity, form, and commercial terms are not observed in BACI.",Annual Prices (Nominal),0,True,True,True,False,1,2,0,1,4,usable_with_caveat,short_history,True,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived,0e493e057c8fd57902328551a9c874d22aea0e4c3437432617489c7c3571fe12,HS17
obs_48788ea36320c8662080,baci_e8553579a224a4f97c9e1104,2017,784,ARE,United Arab Emirates,699,IND,India,ARE->IND,740311,refined_copper_cathodes,Refined copper cathodes,"Copper: refined, unwrought, cathodes and sections of cathodes",industrial_commodity_anchor,166.287,24.0,166287.0,24.0,metric_ton,6928.625,8.843416659799132,world_bank_copper,6169.94,USD per metric ton,6169.94,2017,,matched,identity,0.11597226742023992,LME-related macro benchmark; not corridor-specific contract price.,Annual Prices (Nominal),0,True,True,True,False,1,2,0,1,4,usable_with_caveat,short_history,True,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived,0e493e057c8fd57902328551a9c874d22aea0e4c3437432617489c7c3571fe12,HS17
obs_b30498c9342189ac0987,baci_4a236b26511b913b9f789faa,2017,784,ARE,United Arab Emirates,380,ITA,Italy,ARE->ITA,710812,gold_unwrought,Non-monetary unwrought gold,"Metals: gold, non-monetary, unwrought (but not powder)",typology_anchor,7609.971,0.202,7609971.0,0.202,metric_ton,37673123.762376234,17.444457500636243,world_bank_gold,1257.56,USD per troy ounce,40431492.8548438,2017,,matched,gold_usd_per_troy_ounce * (1000000 / 31.1034768),-0.07066206473245629,"Spot gold benchmark; purity, form, and commercial terms are not observed in BACI.",Annual Prices (Nominal),0,True,True,True,False,1,2,0,1,4,usable_with_caveat,short_history,True,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived,0e493e057c8fd57902328551a9c874d22aea0e4c3437432617489c7c3571fe12,HS17
obs_9faa378c64d449493daa,baci_cd481814eb362d749527e0be,2017,784,ARE,United Arab Emirates,400,JOR,Jordan,ARE->JOR,710812,gold_unwrought,Non-monetary unwrought gold,"Metals: gold, non-monetary, unwrought (but not powder)",typology_anchor,259795.801,6.412,259795801.0,6.412,metric_ton,40517124.29819089,17.517235264890214,world_bank_gold,1257.56,USD per troy ounce,40431492.8548438,2017,,matched,gold_usd_per_troy_ounce * (1000000 / 31.1034768),0.002115699521514358,"Spot gold benchmark; purity, form, and commercial terms are not observed in BACI.",Annual Prices (Nominal),0,True,True,True,False,1,2,0,1,4,usable_with_caveat,short_history,True,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived,0e493e057c8fd57902328551a9c874d22aea0e4c3437432617489c7c3571fe12,HS17
obs_819a287263a67757f8c7,baci_00eb65f4c3e627c298920dd7,2017,784,ARE,United Arab Emirates,410,KOR,Rep. of Korea,ARE->KOR,710812,gold_unwrought,Non-monetary unwrought gold,"Metals: gold, non-monetary, unwrought (but not powder)",typology_anchor,402454.982,9.84,402454982.0,9.84,metric_ton,40899896.54471545,17.52663809154077,world_bank_gold,1257.56,USD per troy ounce,40431492.8548438,2017,,matched,gold_usd_per_troy_ounce * (1000000 / 31.1034768),0.01151852617207183,"Spot gold benchmark; purity, form, and commercial terms are not observed in BACI.",Annual Prices (Nominal),0,True,True,True,False,1,2,0,1,4,usable_with_caveat,short_history,True,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived,0e493e057c8fd57902328551a9c874d22aea0e4c3437432617489c7c3571fe12,HS17
obs_98d671f62d13b6032e3f,baci_b7fcbce63289cfab29a2733e,2017,784,ARE,United Arab Emirates,414,KWT,Kuwait,ARE->KWT,710812,gold_unwrought,Non-monetary unwrought gold,"Metals: gold, non-monetary, unwrought (but not powder)",typology_anchor,368348.363,9.182,368348363.0,9.182,metric_ton,40116354.062295794,17.507294641113393,world_bank_gold,1257.56,USD per troy ounce,40431492.8548438,2017,,matched,gold_usd_per_troy_ounce * (1000000 / 31.1034768),-0.007824924255306343,"Spot gold benchmark; purity, form, and commercial terms are not observed in BACI.",Annual Prices (Nominal),0,True,True,True,False,1,2,0,1,4,usable_with_caveat,short_history,True,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived,0e493e057c8fd57902328551a9c874d22aea0e4c3437432617489c7c3571fe12,HS17
obs_9f509325e524d94afb03,baci_b0538b42af321d8a93691aad,2017,784,ARE,United Arab Emirates,414,KWT,Kuwait,ARE->KWT,740311,refined_copper_cathodes,Refined copper cathodes,"Copper: refined, unwrought, cathodes and sections of cathodes",industrial_commodity_anchor,1.912,0.363,1912.0,0.363,metric_ton,5267.217630853995,8.569257538328634,world_bank_copper,6169.94,USD per metric ton,6169.94,2017,,matched,identity,-0.15818685405025867,LME-related macro benchmark; not corridor-specific contract price.,Annual Prices (Nominal),0,True,True,True,False,1,2,0,1,4,usable_with_caveat,short_history,True,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived,0e493e057c8fd57902328551a9c874d22aea0e4c3437432617489c7c3571fe12,HS17
obs_b210dfdc3c1b9ad58d07,baci_34f6dde496b8f9dfb901678f,2017,784,ARE,United Arab Emirates,144,LKA,Sri Lanka,ARE->LKA,710812,gold_unwrought,Non-monetary unwrought gold,"Metals: gold, non-monetary, unwrought (but not powder)",typology_anchor,245349.924,5.972,245349924.0,5.972,metric_ton,41083376.423308775,17.531114131061628,world_bank_gold,1257.56,USD per troy ounce,40431492.8548438,2017,,matched,gold_usd_per_troy_ounce * (1000000 / 31.1034768),0.01599456569292812,"Spot gold benchmark; purity, form, and commercial terms are not observed in BACI.",Annual Prices (Nominal),0,True,True,True,False,1,2,0,1,4,usable_with_caveat,short_history,True,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived,0e493e057c8fd57902328551a9c874d22aea0e4c3437432617489c7c3571fe12,HS17
obs_9ca8d6d84cb8807c642e,baci_0a8ac6744e6194c3a53edd69,2017,784,ARE,United Arab Emirates,458,MYS,Malaysia,ARE->MYS,710812,gold_unwrought,Non-monetary unwrought gold,"Metals: gold, non-monetary, unwrought (but not powder)",typology_anchor,267188.272,6.663,267188272.0,6.663,metric_ton,40100295.96277953,17.506894272867505,world_bank_gold,1257.56,USD per troy ounce,40431492.8548438,2017,,matched,gold_usd_per_troy_ounce * (1000000 / 31.1034768),-0.008225292501194303,"Spot gold benchmark; purity, form, and commercial terms are not observed in BACI.",Annual Prices (Nominal),0,True,True,True,False,1,2,0,1,4,usable_with_caveat,short_history,True,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived,0e493e057c8fd57902328551a9c874d22aea0e4c3437432617489c7c3571fe12,HS17
obs_8dc004a455ad82feaaf7,baci_44f91b6a7a8dc37408728e19,2017,784,ARE,United Arab Emirates,528,NLD,Netherlands,ARE->NLD,710812,gold_unwrought,Non-monetary unwrought gold,"Metals: gold, non-monetary, unwrought (but not powder)",typology_anchor,2.345,,2345.0,,metric_ton,,,world_bank_gold,1257.56,USD per troy ounce,40431492.8548438,2017,,matched,gold_usd_per_troy_ounce * (1000000 / 31.1034768),,"Spot gold benchmark; purity, form, and commercial terms are not observed in BACI.",Annual Prices (Nominal),0,True,False,False,False,0,2,0,1,3,excluded_from_modeling_retained_for_audit,missing_or_non_positive_quantity,False,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived,0e493e057c8fd57902328551a9c874d22aea0e4c3437432617489c7c3571fe12,HS17
obs_b6fb3db93dd5e28884be,baci_474a3fe972e3a60256e33610,2017,784,ARE,United Arab Emirates,512,OMN,Oman,ARE->OMN,151110,crude_palm_oil,Crude palm oil,"Vegetable oils: palm oil and its fractions, crude, not chemically modified",asia_bulk_commodity_anchor,3.402,5.12,3402.0,5.12,metric_ton,664.453125,6.49896433390439,world_bank_palm_oil,750.81,USD per metric ton,750.81,2017,,matched,identity,-0.1221882898455302,Malaysia crude palm oil benchmark; not corridor-specific landed or invoice price.,Annual Prices (Nominal),0,True,True,True,False,1,2,0,1,4,usable_with_caveat,short_history,True,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived,0e493e057c8fd57902328551a9c874d22aea0e4c3437432617489c7c3571fe12,HS17
obs_788a55954e92d4b4aba1,baci_45624ad214e7ab3c83d2b953,2017,784,ARE,United Arab Emirates,512,OMN,Oman,ARE->OMN,710812,gold_unwrought,Non-monetary unwrought gold,"Metals: gold, non-monetary, unwrought (but not powder)",typology_anchor,253451.59,8.099,253451590.0,8.099,metric_ton,31294183.232497837,17.25894279902281,world_bank_gold,1257.56,USD per troy ounce,40431492.8548438,2017,,matched,gold_usd_per_troy_ounce * (1000000 / 31.1034768),-0.25617676634588804,"Spot gold benchmark; purity, form, and commercial terms are not observed in BACI.",Annual Prices (Nominal),0,True,True,True,False,1,2,0,1,4,usable_with_caveat,short_history,True,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived,0e493e057c8fd57902328551a9c874d22aea0e4c3437432617489c7c3571fe12,HS17
obs_4d0f16e73023e65ecf32,baci_02fef59351971571dc549b6f,2017,784,ARE,United Arab Emirates,512,OMN,Oman,ARE->OMN,740311,refined_copper_cathodes,Refined copper cathodes,"Copper: refined, unwrought, cathodes and sections of cathodes",industrial_commodity_anchor,71620.056,12104.0,71620056.0,12104.0,metric_ton,5917.0568407138135,8.685594448970559,world_bank_copper,6169.94,USD per metric ton,6169.94,2017,,matched,identity,-0.0418499434083337,LME-related macro benchmark; not corridor-specific contract price.,Annual Prices (Nominal),0,True,True,True,False,1,2,0,1,4,usable_with_caveat,short_history,True,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived,0e493e057c8fd57902328551a9c874d22aea0e4c3437432617489c7c3571fe12,HS17
obs_15998cb8c54f17cd98c1,baci_22cda569c6be049eb3328630,2017,784,ARE,United Arab Emirates,586,PAK,Pakistan,ARE->PAK,710812,gold_unwrought,Non-monetary unwrought gold,"Metals: gold, non-monetary, unwrought (but not powder)",typology_anchor,5967.409,0.149,5967409.0,0.149,metric_ton,40049724.832214765,17.505632360848665,world_bank_gold,1257.56,USD per troy ounce,40431492.8548438,2017,,matched,gold_usd_per_troy_ounce * (1000000 / 31.1034768),-0.009487204520034709,"Spot gold benchmark; purity, form, and commercial terms are not observed in BACI.",Annual Prices (Nominal),0,True,True,True,False,1,2,0,1,4,usable_with_caveat,short_history,True,baci_hs17_v202601_selected_2017_2024_151110_740311_710812.parquet,CEPII_BACI_HS17_V202601_filtered_official_derived,0e493e057c8fd57902328551a9c874d22aea0e4c3437432617489c7c3571fe12,HS17
